Item,Sentence,surprisal_at_strong,predicted_token
176952:43,"they always want  to be able  to, uh, do some brain draining.",12.485291481018066,all
136193:24,"and i saw, there were some stop signs, i mean, submerged up to the writing on the stop sign,",12.483954429626465,all
177474:15,"especially, i did some cabinets in, uh, ash and oak",11.617392539978027,all
150826:22,but i wonder if maybe in some civil cases it doesn't work as well.,14.154820442199707,all
108790:55,"and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.",10.338808059692383,all all all
142499:11,there are some columns that  could be painted   a different color too.,13.174459457397461,all
155027:11,i have some friends of mine who  use quicken,11.336671829223633,all
11568:18,"in fact, it got some pretty serious deep parts in it",12.520748138427734,all
142849:33,"they need  to have some, some young guys that  can take the lead",9.855461120605469,all all
97106:20,"it's, some good, some bad, uh,",9.55603313446045,all all
3209:48,"so, so then we got, we got some same things because,",12.059542655944824,all
80299:13,"and there's some days it's just like it 's the hardest thing in the world to, to get started  .",12.595120429992676,all
122893:11,"that's some cold golf too, isn't it.",9.169989585876465,all
95645:100,"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,",11.5939302444458,all all
153721:83,"they, i guess they passed a couple of, uh, uh, laws a here while back in some states in terms of a waiting period where you know you go  to buy a hand gun",11.848657608032227,all
163188:16,"uh, i bought some cokes  the other day in the br-, the little bottles you know,",10.943523406982422,all
64969:34,and i hope you get some more calls and make some more calls.,11.060659408569336,enough any
15903:5,"some of the places  now, um, like i b m don't allow them smoking, you know in, in the plant.",9.311849594116211,all
22630:77,"of course what i used  to like  to do  though is go  snorkeling for scallops  in some of the bays, or uh, or oy-, for oysters.",9.464998245239258,all
79355:11,"they had some bends , around that we could find and put them in",10.910650253295898,all
164038:17,"so, they've got some pretty powerful sixes.",11.083514213562012,all
168216:15,"but they get into some really good conversations sometimes, you know.",11.620831489562988,really all
26819:29,"and, i think, that they could get some results from that, because there are a lot of people who  are volunteer and community minded,",13.628311157226562,all
148355:8,"even some of that i like  okay but not, mostly, as a general rule,",10.105804443359375,all
172629:33,"there ought  to be, uh, uh, some compromise that  could, where, uh, where the person would be guaranteed  a, uh, career type position but not necessarily a continuation of exactly the same position uh, in exchange for a longer period of time .",13.20920181274414,all
138142:20,"and, and some odd stuff around the house",13.673775672912598,all
103194:37,"my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night",11.175402641296387,all
177013:13,"but there's some differences in the immigrants, that, that we're getting  now.",12.26553726196289,all
33002:13,"we've got some good, um, um, hybrid burpee uh uh, pickler cucumbers",10.306652069091797,all
168569:28,"i'm beginning  to believe that some people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, executing people.",12.816884994506836,all
151077:31,"but, uh, apparently for some, some crimes, it 's permissible to have six people sit in judgment.",11.40538501739502,all all
56897:6,"and some people don't vote,",10.509913444519043,all
166177:13,but there are some school districts out there that  are very well paid.,12.98714828491211,all
86100:21,you have  to have some compassion some humanness.,7.435652732849121,enough all
70612:21,living in the city has some advantages.,14.273863792419434,all
116495:21,"in fact, i just got some reservations.",12.73534107208252,all
26977:14,i've seen some districts where all the schools are lousy,12.616459846496582,all
39190:38,"i'd love  to have, have some animals.",12.467355728149414,all
169028:53,"uh, that 's kind of gone up in scale and, and some other things.",12.235677719116211,all
175702:23,"and i got a feeling that some of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had  to draw a line and, and defend it.",9.789406776428223,all
127596:32,"i've, i've done some water exercises,",12.449193954467773,all
164095:28,"so we've been able  to do some real creative, uh, load hauling when called upon  .",12.75113296508789,all
147477:43,"so, i, you know, you pick up some traits from her and stuff.",12.5752534866333,all
101121:88,"and schools now are supposed  to solve social problems, uh, mental and emotional problems as well as educate the kids and try  to provide them with some security.",13.60225772857666,all
103644:84,"i, i think, with solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.",12.187663078308105,all all
161001:72,"that's, that's, maybe that's, there's, uh, some credence in that statement.",11.122167587280273,all
31180:58,"and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.",11.381370544433594,all all all
171692:24,"and, uh, they've had some financial problems with the team and so forth.",13.672450065612793,all
145552:67,"and i, i guess there's some, there's, uh, uh, some negotiating there, too,",9.543566703796387,all all
128104:24,"i mean, they'll have some things  in there that  almost, almost, you know, like supernatural, or something, you know,",10.859501838684082,all that
103911:47,"and, and, it really isn't, for some people tha-, who  have been there for over, and over, and over, it really isn't, uh, as bad.",11.248503684997559,all
23861:130,"and if you like chinese food, you can take filet of fish and put a little bit of soy sauce and a little bit of sesame oil on top of it and chop some scallions and a little ginger and just cover it with some, uh, waxed paper and steam it just until the fish is done,",8.853669166564941,all enough
164770:133,"one of the things that i found  interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who  had stayed in iraq and was presenting, uh, some of the things that  were available.",11.81021785736084,all
78614:111,"i know that, uh, uh, one of, one thing that  happens to us to vacation trips now is that usually that try to involve some of the members of the family.",12.08956527709961,all
37768:13,cause i did some teaching part-time,12.633607864379883,all
89437:12,"and there were some others,",10.543566703796387,all
32931:10,we planted some yellow peppers this year.,11.690241813659668,all
156697:32,i'm for it in in some cases.,15.5553560256958,all
53912:14,"i mean, some kids don't get don't get spanked  at home",10.685246467590332,all
4795:25,"you know, i mean, some of these guys are forty years old and got ten convictions.",8.437108993530273,all
31080:8,"in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans",11.026823043823242,all all
127919:39,"so i don't, i don't know some of those shows now, like i used  to.",8.019631385803223,all
174160:14,i've got some friends that  are lawyers,10.654985427856445,all
47855:7,and some of the people in our church use birth control,9.723043441772461,all
57643:110,"i'm convinced that, uh, detroit or whoever it is  made a major mistake, years ago when they stopped  putting the small v eights in and went to the fours and some of the sixes .",10.222135543823242,all
78212:39,"and i know they do van pool a lot here from some of the outer areas,",9.542730331420898,all
6686:28,"it would certainly help them to appreciate some of the things that we have  here and develop some pride in them, if it was handled  that way.",11.427042007446289,all all
92249:38,"and it was, uh, just to, uh, have some fellowship with her.",11.043600082397461,all
9486:4,"some people say, uh, they, they like  to watch the changing of the seasons",11.707120895385742,all
25479:56,"and, uh, we'll get out of the driving range and, and get some interest built  up",12.483725547790527,enough
9970:53,when they give you the freedom to take care of yourself  then that puts some responsibility on you as well.,13.323460578918457,all
153227:28,"because i mean i do think that some people need them and, like, for protection and stuff",11.809965133666992,all
171919:12,"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.",9.235673904418945,eating all much
148200:15,"and then we have some church magazines,",12.574389457702637,all
85252:8,"interestingly some of the information i've been reading  indicates that the amount of air pollution from, uh, uh, airplanes is extraordinary.",13.506190299987793,all
161185:14,"i do have some thoughts on that,",12.764806747436523,all
60333:19,"my brother had asthma and some allergies which i think he's outgrown  now,",12.56689167022705,all
22018:5,some of them are interested.,9.8380126953125,all
134033:13,"well, certainly some of the top end ones.",10.063714027404785,all
93477:92,"and then once, about once every three or four years i try  to get over to england, because i lived there for a while, some years back.",11.444283485412598,all
2335:27,"well, uh, maybe i am into some things  occasionally that i don't think of  in terms of self improvement.",13.173577308654785,all
43837:14,here's  some rocks sitting out in the middle of a field.,10.107224464416504,all
60926:36,and maybe i'll wet a fly line this year and do some camping if i don't get laid  off between now and then.,11.17280101776123,all
11929:60,"there, there must be, uh, uh, some of the, some of the, uh, larger plants up, uh, up around one hundred twenty-eight.",8.090897560119629,all all
38936:13,"i've done some cross, um, cross stitch,",10.152261734008789,all
161106:35,"they're banned  from, in some areas i understand .",14.005510330200195,all
132696:166,"and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush,  pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some cloves and, uh, some pineapple, about three pineapples, you know, sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use  and then start a charcoal fire on top of him.",10.019789695739746,all all
22933:25,"there's also, you know, some private ones, you know",13.062479019165039,all
48582:11,"i know some people who  just,",11.373858451843262,all
13056:42,"i think my parents have have, uh, some of his records.",12.062613487243652,all
125903:18,"but um, there are some parts during that exercise that i think, i can not do another second of this .",13.156588554382324,all
174932:42,"and while i don't do any drugs myself, i've seen some people who  work there, uh, you know, smoking a joint or whatever.",11.576630592346191,all
56683:20,"and, uh, i have some friends that  live down there.",11.901589393615723,all
154094:15,we have gotten some of our loans paid  off really because of this and stuff like that,9.87564754486084,all
55028:10,"uh, some of them didn't",8.948253631591797,all
28734:50,i used  to do a lot of basketball and running and volleyball until i had some knee surgery last fall.,12.870440483093262,all
131722:36,"i probably need  to take some, some more lessons, uh, more current and, uh, and practice more often.",9.901872634887695,all all
164259:34,"but, i think you have  to accept some of the errors.",12.137303352355957,all
74649:24,"you know, if there's some gauge that they could make .",10.709212303161621,all
132933:5,some of the cars that i got  were like the toyota camry and the nissan maxima and some of the competitors,11.13015079498291,all all
120456:22,and i just started  ordering some parts,9.900775909423828,all
170188:13,we actually do some work with some people down at georgia tech.,10.259096145629883,all all
12194:43,"well you might, uh, generate some yeah, you might generate some interest in it.",8.55521297454834,all enough
113793:23,"and, uh, seems like some rather large chunks of money could come from, from that direction.",11.793340682983398,all
134479:41,"i, i, i worked on some of it at t i once upon a time.",10.292661666870117,all
161487:13,so you got some lakes around you can do that on .,10.35642147064209,all
80499:4,some people are a little bit fanatical about it.,11.411042213439941,all
158511:44,"i think, i think there's definitely been some changes, um,",12.09609603881836,all
15870:42,and then i also had a friend who  was just around some people that  were smoking cocaine.,10.34180736541748,all
120455:20,"and they had, uh, some names, some companies that  sold mustang parts,",11.603683471679688,all all
56417:25,oh. you ought  to try some crawfish.,7.248037815093994,all
55920:12,and we got some great public works out of it.,12.34830093383789,all
145722:97,"i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles",9.0265531539917,all all
115916:39,"but, uh, there's, uh, some, some stuff that i want  to do  with like sierra club and go down to grand canyon or something like that.",11.000186920166016,all all any
27507:15,"and then they wanted some gray to do the,  to do the trim.",9.08314037322998,enough
171283:28,"some, some cases in some jurisdictions, they can do that.",13.239764213562012,all all all
155408:25,so so there is some good to it.,11.753965377807617,all
147340:7,"and some of them are limited care  too where people can do, uh,",9.390824317932129,all
116940:96,"well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps  to, to correct it.",11.572759628295898,all
159146:13,"you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much",11.629106521606445,all
171283:17,"some, some cases in some jurisdictions, they can do that.",13.239764213562012,all all all
2454:46,"and where we are  now, what we're doing  is some very big lawsuits that  happen  to have a heck of a lot of boxes of documents.",12.19192123413086,all
22799:53,"but, um, we kind of thought that maybe they just wanted  to give him some medication to sort of, you know keep him real out of it all the time",12.57836627960205,enough
166169:26,"i do know for a fact that some of the teachers that i know  personally get paid  an awful lot more than,",9.25772476196289,all
146091:18,"um, i've done some cross stitching.",12.744309425354004,all
161668:20,"you actually, some catamarans you can actually pull people  behind , the skiers,",10.717071533203125,all
74580:17,"that's, uh, some pretty good ideas.",12.923644065856934,all
30391:26,"we have, you know, used some of it for some personal things.",9.085891723632812,all all
30872:58,"it was really, i mean the hollywood really must think there's some real dummies out there or something.",10.782419204711914,any that
168576:39,"and, uh i can imagine that, uh, uh, for some people it would be the only form of justice in that case.",11.803145408630371,all
104255:44,"does it, does it offer, like band, or some of the instruments.",11.254951477050781,all
30987:12,but they changed some things in the movie.,12.080961227416992,all
141909:6,"or some things are, um, you know,",12.585932731628418,all
9455:69,"well, i mean, i, i, i guess i've been in some places, you know, where the weather was just so mild , you know, places like monterey, california or, you know,",13.764141082763672,all
140415:37,"um, well before we built our home we were managing some apartments that we were living in ,",12.731474876403809,all
86455:28,"and you, there were some places, where people, defini-,",12.626521110534668,all
112637:73,"i would like  to do that  as a, as a family and, and some t v watching.",11.254335403442383,all
1214:19,"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products.",9.939203262329102,all
21123:14,"i think some of the tones of the, the daily prime time is questionable,",11.410270690917969,all
22656:29,"so, we thought well, maybe there are some crab in here,",10.935100555419922,all
130807:72,"and one way that we do it sort of in, in iowa  is that we can take some of our clothes to the consignment shops.",9.836939811706543,all
157516:9,"and in some cases if it's a long trial, the desire  of people  to get out of there and not be stuck  in there for a very long time, that people are changing their minds for the wrong reasons.",15.132258415222168,all
97584:19,well hopefully i can do some consulting work at home.,12.869220733642578,all
29227:52,"i, uh, i think we both agree there's some problems there",14.042269706726074,all
95651:89,"so, i, i, uh, i, i, i feel like it should be mandatory in some professions,",13.53347110748291,all
126348:16,"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.",15.309152603149414,all
110384:95,"but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,",11.122224807739258,all
164345:22,"well, i think that in some cases, it is warranted.",15.825634002685547,all
19474:11,they had some real fancy names for them.,13.225953102111816,all
31480:39,"but i would think that, um, that some guidelines could be set  up to avoid that.",16.10323143005371,all
78294:14,"they've had some terrible problems with hispanics,",12.543412208557129,all
57998:87,"i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.",12.587641716003418,all
44952:36,"i mean, i'm sure you heard about some of ours.",9.635111808776855,all
92394:53,"i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,",11.491811752319336,all
79761:35,"and he said, um, let's give her some race horse shots.",10.81875991821289,all
112058:22,"i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.",17.523147583007812,all all
155521:29,and i i've seen some of them like that too,8.597623825073242,all
87654:14,"i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.",10.660820960998535,all all
41388:61,"i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,",8.926058769226074,all
32577:19,"next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.",10.473556518554688,all all
29678:24,people say let me see some of your work.,10.45043659210205,all
85881:104,"i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.",12.533966064453125,all
109712:50,"but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get",13.669479370117188,all
139879:19,"well, you've got some experience behind you in the work force.",13.716106414794922,all
97813:26,"and, you know, maybe do some free lance type work at home.",12.166264533996582,all
156465:52,"i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,",6.345145225524902,enough enough
170859:54,"uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them",11.753917694091797,all
31279:10,do some things that  are totally different and unheard of.,13.8753662109375,all
121757:115,"if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.",9.764368057250977,some much any all all all enough
39653:15,and you can put some cucumber slices on too.,9.604063034057617,all
6581:42,"but i guess, they, you could put some money  aside while you were there, your expenses and,",9.350286483764648,all
156671:38,"but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,",12.154417037963867,all
