Item,Sentence,surprisal_at_strong,predicted_token
137619:16,but they're doing some stomping on virginia.,10.480226516723633,all
161653:6,"but some people are more motorboaters, you know which  is fine.",10.111357688903809,all
126165:57,"i've got where now i can hit it in, in the air some of the time .",14.50417709350586,all
148538:10,i have some dulcimer music.,14.154725074768066,all
103624:72,"it's just, you know, a possible solution in the future, i think , maybe to help in some ways.",13.074104309082031,all
155962:19,"and i think also some of the, uh, car companies are coming out with, uh, gas powered fleets so you,",12.840571403503418,all
138291:103,"i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth",9.313904762268066,all all
7267:12,"and painting and some wallpapering,",16.112754821777344,all
112156:136,"and, uh, you know, there was, there was, nothing on it, which  makes me wonder, you know, if it's as, uh, prevalent as, as some of them claim.",9.37947940826416,all
32005:38,"and his, uh, son built him a garage and got him some, uh, oh, i don't know what the equipment's called  , but planers and things and s-, set him up,",10.516545295715332,much
90995:20,i think that's some of it.,15.473698616027832,all
107909:42,and i don't know why we couldn't have duplicate voting on some of this .,13.812506675720215,all
78585:7,"so some of the things are not as, quite as, uh, adaptable.",11.237454414367676,all
94633:27,and it's a chance to see some of the relatives you don't see  all year long except that once a year.,11.324846267700195,all
164050:47,"but there's so many occasions when i've had  to move some members of the family or do this or that ,",11.257729530334473,all
65989:12,"so we had some interference,",13.240866661071777,all
109644:34,"so, i guess we're old timers compared to some people.",11.219978332519531,all
35565:48,"and, uh, if i consider  going the used car route and save up some money, i shouldn't have too much trouble at all.",15.0740327835083,enough
47226:12,"and there's some pretty decent campgrounds although, i don't think raleigh, i don't think the state of north carolina takes,",12.794301986694336,all
98248:22,"and i think there are some people that  have done that,",10.936161994934082,all
30428:73,"then, you know, then, we thought, well we can use it for, you know, some personal things.",12.521500587463379,all
40634:72,"she gets home visitations by the s-, mumblex i don't know, the state boards, i guess, some of them and then some by the association,",10.454965591430664,all all
23510:57,"and let's, you know, let's get rid  of some of this harassment suing.",13.761259078979492,all
121569:26,i just wish they'd bring some of the old characters back.,13.47131633758545,all
172264:114,"i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.",8.621338844299316,all
161396:28,"uh, and some of, some stuff that i like , uh,",10.205379486083984,all all
5366:34,"uh, we had some, uh, some people from our church  went to israel, uh, just for a, uh, tour sort of thing.",7.948757648468018,all all
12111:78,"the, uh, united states and canada are i guess, is, is, going into, uh, some types of agreements to limit, uh, what 's being given  out by power plants,",12.580601692199707,all
73491:25,"and, uh, when i seen some of my friends that  have taken that six week old baby, you know, to someone else , it's just, i can imagine how emotional it must be .",10.196939468383789,all any
164075:14,"so, we got some monster studded snow tires after that.",10.560164451599121,all
121793:107,"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that",11.15283489227295,all all
53913:6,and some kids need  to be spanked  at home.,12.652791023254395,all
130087:11,what are some of the things they don't recycle  .,10.219040870666504,all
15291:54,"it's for, i think, at the same it's for some people to, you know, help them grow in other areas,",10.853389739990234,all
66765:5,"some of the cases i've heard about  over the years,",12.79276180267334,all
63606:10,"and then some of them are done  in, you know, purely metric.",13.146059036254883,all
134420:14,we put up some hummingbird feeders and some bird feeders.,9.943286895751953,all all
74234:44,"i think the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way we approach things  as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, worrying about self and not, uh, seeing the consequences of the disintegration of the family .",8.363999366760254,all
105896:51,and i think it 's good that they're trying  to start some programs down in the elementary schools.,12.298666000366211,all
171124:6,some of that is really bad i think .,13.786080360412598,all
19728:11,where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war .,13.537556648254395,all
129583:26,i'm going  to look into some other fields.,12.869149208068848,all
28711:26,"and the guys that, some of the guys that  run this place are very tight",12.051252365112305,all
110359:35,"like just over the weekend i visited my family, and some cousins i hadn't seen  in a long time,",10.185423851013184,all
43673:87,"i just go  to be entertained  and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff.",11.482816696166992,all all
102546:21,and i'm not fond of some of those things,10.751134872436523,all
175724:80,"well, i, i, i think we did, i think we did learn some lessons that we weren't, uh, we weren't prepared for ,",10.984445571899414,all
158966:17,then i know of some of the people that  have gotten their masters,10.853976249694824,all
74757:171,"and i hope maybe we're going  to get somewhere with a little more attention being paid  to it with, uh, reagan's, uh, new education secretary and, uh, you know, trying to do some, uh, trying  to produce some new programs anyway.",7.330814361572266,much enough all
126460:28,"but is it a legal, uh, solution for some companies.",10.992476463317871,all
62437:24,but i wonder if there aren't some sociology courses.,11.783570289611816,all
56101:53,"but, it  is comforting to me to see, uh, more concern about some of these things that, that  cost us money.",10.834186553955078,all
53610:9,caused some damage.,15.94592571258545,all
13087:15,"and, uh, some of those old ones , of course, bob wills, miss texas playboys ernest tubbs and red foley an,",11.737212181091309,all
76785:80,"i mean, you know, at some point a parent does help their kid, but in, in some ways,",12.146918296813965,all all
142147:41,"and i do, i try  to do some arts and crafts",11.973796844482422,all
24418:16,they actually should do some reading,10.389362335205078,all
6686:61,"it would certainly help them to appreciate some of the things that we have  here and develop some pride in them, if it was handled  that way.",13.482346534729004,all all
72579:15,but they usually have some good articles in it.,13.07228946685791,all
70670:14,"i've got some onions  out, tomatoes,",10.93267822265625,enough
134426:23,"and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",7.948439121246338,all all all all
8865:47,but one of the things that i do  when i've got some spare time  is i do some woodworking.,13.729516983032227,enough all
55933:33,and this would give them a chance  to have some positive self-esteem.,13.266928672790527,all
176952:43,"they always want  to be able  to, uh, do some brain draining.",13.707852363586426,all
136193:24,"and i saw, there were some stop signs, i mean, submerged up to the writing on the stop sign,",11.742650985717773,all
177474:15,"especially, i did some cabinets in, uh, ash and oak",12.184691429138184,all
150826:22,but i wonder if maybe in some civil cases it doesn't work as well.,12.196989059448242,all
108790:55,"and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.",10.787822723388672,all all all
142499:11,there are some columns that  could be painted   a different color too.,13.300996780395508,all
155027:11,i have some friends of mine who  use quicken,9.607297897338867,all
11568:18,"in fact, it got some pretty serious deep parts in it",11.51906967163086,all
142849:33,"they need  to have some, some young guys that  can take the lead",7.709437847137451,all all
97106:20,"it's, some good, some bad, uh,",9.248713493347168,all all
3209:48,"so, so then we got, we got some same things because,",10.365616798400879,all
80299:13,"and there's some days it's just like it 's the hardest thing in the world to, to get started  .",9.654900550842285,all
122893:11,"that's some cold golf too, isn't it.",10.412922859191895,all
95645:100,"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,",10.99541187286377,all all
153721:83,"they, i guess they passed a couple of, uh, uh, laws a here while back in some states in terms of a waiting period where you know you go  to buy a hand gun",12.157007217407227,all
163188:16,"uh, i bought some cokes  the other day in the br-, the little bottles you know,",11.751935005187988,all
64969:34,and i hope you get some more calls and make some more calls.,9.592427253723145,enough any
15903:5,"some of the places  now, um, like i b m don't allow them smoking, you know in, in the plant.",10.349281311035156,all
22630:77,"of course what i used  to like  to do  though is go  snorkeling for scallops  in some of the bays, or uh, or oy-, for oysters.",11.562877655029297,all
79355:11,"they had some bends , around that we could find and put them in",10.141358375549316,all
164038:17,"so, they've got some pretty powerful sixes.",11.621834754943848,all
168216:15,"but they get into some really good conversations sometimes, you know.",9.271533966064453,really all
26819:29,"and, i think, that they could get some results from that, because there are a lot of people who  are volunteer and community minded,",11.415027618408203,all
148355:8,"even some of that i like  okay but not, mostly, as a general rule,",9.962526321411133,all
172629:33,"there ought  to be, uh, uh, some compromise that  could, where, uh, where the person would be guaranteed  a, uh, career type position but not necessarily a continuation of exactly the same position uh, in exchange for a longer period of time .",10.89091968536377,all
138142:20,"and, and some odd stuff around the house",12.192422866821289,all
103194:37,"my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night",15.657629013061523,all
177013:13,"but there's some differences in the immigrants, that, that we're getting  now.",9.371097564697266,all
33002:13,"we've got some good, um, um, hybrid burpee uh uh, pickler cucumbers",10.856281280517578,all
168569:28,"i'm beginning  to believe that some people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, executing people.",11.80912971496582,all
151077:31,"but, uh, apparently for some, some crimes, it 's permissible to have six people sit in judgment.",8.601327896118164,all all
56897:6,"and some people don't vote,",10.992247581481934,all
166177:13,but there are some school districts out there that  are very well paid.,12.651680946350098,all
86100:21,you have  to have some compassion some humanness.,8.078597068786621,enough all
70612:21,living in the city has some advantages.,11.766772270202637,all
116495:21,"in fact, i just got some reservations.",12.44170093536377,all
26977:14,i've seen some districts where all the schools are lousy,11.734585762023926,all
39190:38,"i'd love  to have, have some animals.",12.109342575073242,all
169028:53,"uh, that 's kind of gone up in scale and, and some other things.",11.093420028686523,all
175702:23,"and i got a feeling that some of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had  to draw a line and, and defend it.",14.094341278076172,all
127596:32,"i've, i've done some water exercises,",12.22470474243164,all
164095:28,"so we've been able  to do some real creative, uh, load hauling when called upon  .",12.048019409179688,all
147477:43,"so, i, you know, you pick up some traits from her and stuff.",11.978888511657715,all
101121:88,"and schools now are supposed  to solve social problems, uh, mental and emotional problems as well as educate the kids and try  to provide them with some security.",14.342820167541504,all
103644:84,"i, i think, with solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.",14.50659465789795,all all
161001:72,"that's, that's, maybe that's, there's, uh, some credence in that statement.",13.458050727844238,all
31180:58,"and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.",9.64395523071289,all all all
171692:24,"and, uh, they've had some financial problems with the team and so forth.",10.606575965881348,all
145552:67,"and i, i guess there's some, there's, uh, uh, some negotiating there, too,",9.9824857711792,all all
128104:24,"i mean, they'll have some things  in there that  almost, almost, you know, like supernatural, or something, you know,",9.639698028564453,all that
103911:47,"and, and, it really isn't, for some people tha-, who  have been there for over, and over, and over, it really isn't, uh, as bad.",9.124415397644043,all
23861:130,"and if you like chinese food, you can take filet of fish and put a little bit of soy sauce and a little bit of sesame oil on top of it and chop some scallions and a little ginger and just cover it with some, uh, waxed paper and steam it just until the fish is done,",10.808565139770508,all enough
164770:133,"one of the things that i found  interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who  had stayed in iraq and was presenting, uh, some of the things that  were available.",14.65934944152832,all
78614:111,"i know that, uh, uh, one of, one thing that  happens to us to vacation trips now is that usually that try to involve some of the members of the family.",14.18824291229248,all
37768:13,cause i did some teaching part-time,14.78272819519043,all
89437:12,"and there were some others,",9.54407024383545,all
32931:10,we planted some yellow peppers this year.,12.460869789123535,all
156697:32,i'm for it in in some cases.,12.307806015014648,all
53912:14,"i mean, some kids don't get don't get spanked  at home",9.693808555603027,all
4795:25,"you know, i mean, some of these guys are forty years old and got ten convictions.",11.030261039733887,all
31080:8,"in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans",11.103748321533203,all all
127919:39,"so i don't, i don't know some of those shows now, like i used  to.",9.692119598388672,all
174160:14,i've got some friends that  are lawyers,9.618748664855957,all
47855:7,and some of the people in our church use birth control,13.215864181518555,all
57643:110,"i'm convinced that, uh, detroit or whoever it is  made a major mistake, years ago when they stopped  putting the small v eights in and went to the fours and some of the sixes .",13.981376647949219,all
78212:39,"and i know they do van pool a lot here from some of the outer areas,",12.789828300476074,all
6686:28,"it would certainly help them to appreciate some of the things that we have  here and develop some pride in them, if it was handled  that way.",13.482346534729004,all all
92249:38,"and it was, uh, just to, uh, have some fellowship with her.",11.99966812133789,all
9486:4,"some people say, uh, they, they like  to watch the changing of the seasons",10.759547233581543,all
25479:56,"and, uh, we'll get out of the driving range and, and get some interest built  up",13.011961936950684,enough
9970:53,when they give you the freedom to take care of yourself  then that puts some responsibility on you as well.,14.931370735168457,all
153227:28,"because i mean i do think that some people need them and, like, for protection and stuff",11.417276382446289,all
171919:12,"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.",11.088918685913086,eating all much
148200:15,"and then we have some church magazines,",12.688708305358887,all
85252:8,"interestingly some of the information i've been reading  indicates that the amount of air pollution from, uh, uh, airplanes is extraordinary.",16.595277786254883,all
161185:14,"i do have some thoughts on that,",12.366342544555664,all
60333:19,"my brother had asthma and some allergies which i think he's outgrown  now,",11.138398170471191,all
22018:5,some of them are interested.,12.807716369628906,all
134033:13,"well, certainly some of the top end ones.",12.02388858795166,all
93477:92,"and then once, about once every three or four years i try  to get over to england, because i lived there for a while, some years back.",12.078054428100586,all
2335:27,"well, uh, maybe i am into some things  occasionally that i don't think of  in terms of self improvement.",10.778651237487793,all
43837:14,here's  some rocks sitting out in the middle of a field.,11.241461753845215,all
60926:36,and maybe i'll wet a fly line this year and do some camping if i don't get laid  off between now and then.,13.207697868347168,all
11929:60,"there, there must be, uh, uh, some of the, some of the, uh, larger plants up, uh, up around one hundred twenty-eight.",10.123135566711426,all all
38936:13,"i've done some cross, um, cross stitch,",11.69058895111084,all
161106:35,"they're banned  from, in some areas i understand .",12.463322639465332,all
132696:166,"and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush,  pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some cloves and, uh, some pineapple, about three pineapples, you know, sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use  and then start a charcoal fire on top of him.",11.223132133483887,all all
22933:25,"there's also, you know, some private ones, you know",10.767669677734375,all
48582:11,"i know some people who  just,",10.15183162689209,all
13056:42,"i think my parents have have, uh, some of his records.",15.036977767944336,all
125903:18,"but um, there are some parts during that exercise that i think, i can not do another second of this .",11.72196102142334,all
174932:42,"and while i don't do any drugs myself, i've seen some people who  work there, uh, you know, smoking a joint or whatever.",10.497889518737793,all
56683:20,"and, uh, i have some friends that  live down there.",11.048958778381348,all
154094:15,we have gotten some of our loans paid  off really because of this and stuff like that,14.072166442871094,all
55028:10,"uh, some of them didn't",11.372830390930176,all
28734:50,i used  to do a lot of basketball and running and volleyball until i had some knee surgery last fall.,12.796499252319336,all
131722:36,"i probably need  to take some, some more lessons, uh, more current and, uh, and practice more often.",9.414321899414062,all all
164259:34,"but, i think you have  to accept some of the errors.",13.058550834655762,all
74649:24,"you know, if there's some gauge that they could make .",9.923565864562988,all
132933:5,some of the cars that i got  were like the toyota camry and the nissan maxima and some of the competitors,12.52895736694336,all all
120456:22,and i just started  ordering some parts,12.063725471496582,all
170188:13,we actually do some work with some people down at georgia tech.,10.96475601196289,all all
12194:43,"well you might, uh, generate some yeah, you might generate some interest in it.",10.863430976867676,all enough
113793:23,"and, uh, seems like some rather large chunks of money could come from, from that direction.",9.352253913879395,all
134479:41,"i, i, i worked on some of it at t i once upon a time.",14.247516632080078,all
161487:13,so you got some lakes around you can do that on .,10.346047401428223,all
80499:4,some people are a little bit fanatical about it.,11.3283109664917,all
158511:44,"i think, i think there's definitely been some changes, um,",9.036094665527344,all
15870:42,and then i also had a friend who  was just around some people that  were smoking cocaine.,10.165459632873535,all
120455:20,"and they had, uh, some names, some companies that  sold mustang parts,",9.570120811462402,all all
56417:25,oh. you ought  to try some crawfish.,9.446751594543457,all
55920:12,and we got some great public works out of it.,12.27133560180664,all
145722:97,"i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles",10.114374160766602,all all
115916:39,"but, uh, there's, uh, some, some stuff that i want  to do  with like sierra club and go down to grand canyon or something like that.",9.545951843261719,all all any
27507:15,"and then they wanted some gray to do the,  to do the trim.",11.029680252075195,enough
171283:28,"some, some cases in some jurisdictions, they can do that.",8.506991386413574,all all all
155408:25,so so there is some good to it.,12.743042945861816,all
147340:7,"and some of them are limited care  too where people can do, uh,",11.411011695861816,all
116940:96,"well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps  to, to correct it.",9.507323265075684,all
159146:13,"you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much",14.98322868347168,all
171283:17,"some, some cases in some jurisdictions, they can do that.",8.506991386413574,all all all
2454:46,"and where we are  now, what we're doing  is some very big lawsuits that  happen  to have a heck of a lot of boxes of documents.",9.973636627197266,all
22799:53,"but, um, we kind of thought that maybe they just wanted  to give him some medication to sort of, you know keep him real out of it all the time",13.254622459411621,enough
166169:26,"i do know for a fact that some of the teachers that i know  personally get paid  an awful lot more than,",12.086440086364746,all
146091:18,"um, i've done some cross stitching.",14.7814359664917,all
161668:20,"you actually, some catamarans you can actually pull people  behind , the skiers,",9.704898834228516,all
74580:17,"that's, uh, some pretty good ideas.",13.200864791870117,all
30391:26,"we have, you know, used some of it for some personal things.",12.67923355102539,all all
30872:58,"it was really, i mean the hollywood really must think there's some real dummies out there or something.",9.567771911621094,any that
168576:39,"and, uh i can imagine that, uh, uh, for some people it would be the only form of justice in that case.",10.868856430053711,all
104255:44,"does it, does it offer, like band, or some of the instruments.",12.839461326599121,all
30987:12,but they changed some things in the movie.,11.60792064666748,all
141909:6,"or some things are, um, you know,",10.956930160522461,all
9455:69,"well, i mean, i, i, i guess i've been in some places, you know, where the weather was just so mild , you know, places like monterey, california or, you know,",9.90150260925293,all
140415:37,"um, well before we built our home we were managing some apartments that we were living in ,",12.872481346130371,all
86455:28,"and you, there were some places, where people, defini-,",10.157461166381836,all
112637:73,"i would like  to do that  as a, as a family and, and some t v watching.",10.819573402404785,all
1214:19,"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products.",12.016265869140625,all
21123:14,"i think some of the tones of the, the daily prime time is questionable,",11.438745498657227,all
22656:29,"so, we thought well, maybe there are some crab in here,",11.381277084350586,all
130807:72,"and one way that we do it sort of in, in iowa  is that we can take some of our clothes to the consignment shops.",15.061368942260742,all
157516:9,"and in some cases if it's a long trial, the desire  of people  to get out of there and not be stuck  in there for a very long time, that people are changing their minds for the wrong reasons.",11.266732215881348,all
97584:19,well hopefully i can do some consulting work at home.,14.90427303314209,all
29227:52,"i, uh, i think we both agree there's some problems there",11.065866470336914,all
95651:89,"so, i, i, uh, i, i, i feel like it should be mandatory in some professions,",11.514639854431152,all
126348:16,"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.",11.852861404418945,all
110384:95,"but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,",10.416128158569336,all
164345:22,"well, i think that in some cases, it is warranted.",12.49573040008545,all
19474:11,they had some real fancy names for them.,11.034493446350098,all
31480:39,"but i would think that, um, that some guidelines could be set  up to avoid that.",13.763851165771484,all
78294:14,"they've had some terrible problems with hispanics,",10.525116920471191,all
57998:87,"i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.",15.078264236450195,all
44952:36,"i mean, i'm sure you heard about some of ours.",11.230512619018555,all
92394:53,"i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,",11.226529121398926,all
79761:35,"and he said, um, let's give her some race horse shots.",10.878164291381836,all
112058:22,"i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.",11.991039276123047,all all
155521:29,and i i've seen some of them like that too,10.362970352172852,all
87654:14,"i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.",11.335980415344238,all all
41388:61,"i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,",12.515313148498535,all
32577:19,"next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.",11.66592025756836,all all
29678:24,people say let me see some of your work.,14.601755142211914,all
85881:104,"i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.",12.782591819763184,all
109712:50,"but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get",10.168063163757324,all
139879:19,"well, you've got some experience behind you in the work force.",14.469599723815918,all
97813:26,"and, you know, maybe do some free lance type work at home.",14.507533073425293,all
156465:52,"i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,",10.170930862426758,enough enough
170859:54,"uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them",13.528203964233398,all
31279:10,do some things that  are totally different and unheard of.,11.21780014038086,all
121757:115,"if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.",8.338028907775879,some much any all all all enough
39653:15,and you can put some cucumber slices on too.,11.675827980041504,all
6581:42,"but i guess, they, you could put some money  aside while you were there, your expenses and,",13.259079933166504,all
156671:38,"but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,",14.665361404418945,all
