Item,Sentence,surprisal_at_strong,predicted_token
32005:38,"and his, uh, son built him a garage and got him some, uh, oh, i don't know what the equipment's called  , but planers and things and s-, set him up,",4.102455139160156,much
90995:20,i think that's some of it.,8.818424224853516,all
107909:42,and i don't know why we couldn't have duplicate voting on some of this .,8.243484497070312,all
78585:7,"so some of the things are not as, quite as, uh, adaptable.",5.520164489746094,all
94633:27,and it's a chance to see some of the relatives you don't see  all year long except that once a year.,5.161696910858154,all
164050:47,"but there's so many occasions when i've had  to move some members of the family or do this or that ,",5.097625255584717,all
65989:12,"so we had some interference,",6.947389125823975,all
109644:34,"so, i guess we're old timers compared to some people.",4.503513813018799,all
35565:48,"and, uh, if i consider  going the used car route and save up some money, i shouldn't have too much trouble at all.",7.4429426193237305,enough
47226:12,"and there's some pretty decent campgrounds although, i don't think raleigh, i don't think the state of north carolina takes,",5.503149032592773,all
98248:22,"and i think there are some people that  have done that,",4.259119033813477,all
30428:73,"then, you know, then, we thought, well we can use it for, you know, some personal things.",5.788628578186035,all
40634:72,"she gets home visitations by the s-, mumblex i don't know, the state boards, i guess, some of them and then some by the association,",4.423336982727051,all all
23510:57,"and let's, you know, let's get rid  of some of this harassment suing.",8.696756362915039,all
121569:26,i just wish they'd bring some of the old characters back.,6.227659702301025,all
172264:114,"i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.",3.3111839294433594,all
161396:28,"uh, and some of, some stuff that i like , uh,",4.181931495666504,all all
5366:34,"uh, we had some, uh, some people from our church  went to israel, uh, just for a, uh, tour sort of thing.",1.4160054922103882,all all
12111:78,"the, uh, united states and canada are i guess, is, is, going into, uh, some types of agreements to limit, uh, what 's being given  out by power plants,",5.364968299865723,all
73491:25,"and, uh, when i seen some of my friends that  have taken that six week old baby, you know, to someone else , it's just, i can imagine how emotional it must be .",4.312896728515625,all any
164075:14,"so, we got some monster studded snow tires after that.",3.823255777359009,all
121793:107,"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that",5.583181858062744,all all
53913:6,and some kids need  to be spanked  at home.,6.381139755249023,all
130087:11,what are some of the things they don't recycle  .,4.3708977699279785,all
15291:54,"it's for, i think, at the same it's for some people to, you know, help them grow in other areas,",4.447865009307861,all
66765:5,"some of the cases i've heard about  over the years,",6.881556510925293,all
63606:10,"and then some of them are done  in, you know, purely metric.",7.321563720703125,all
134420:14,we put up some hummingbird feeders and some bird feeders.,4.349009037017822,all all
74234:44,"i think the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way we approach things  as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, worrying about self and not, uh, seeing the consequences of the disintegration of the family .",3.2922449111938477,all
105896:51,and i think it 's good that they're trying  to start some programs down in the elementary schools.,5.4811692237854,all
171124:6,some of that is really bad i think .,7.569223403930664,all
19728:11,where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war .,6.979930400848389,all
129583:26,i'm going  to look into some other fields.,6.27762508392334,all
28711:26,"and the guys that, some of the guys that  run this place are very tight",6.656849384307861,all
110359:35,"like just over the weekend i visited my family, and some cousins i hadn't seen  in a long time,",4.378328323364258,all
43673:87,"i just go  to be entertained  and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff.",5.784998416900635,all all
102546:21,and i'm not fond of some of those things,4.668447017669678,all
175724:80,"well, i, i, i think we did, i think we did learn some lessons that we weren't, uh, we weren't prepared for ,",3.7232108116149902,all
158966:17,then i know of some of the people that  have gotten their masters,5.195627689361572,all
74757:171,"and i hope maybe we're going  to get somewhere with a little more attention being paid  to it with, uh, reagan's, uh, new education secretary and, uh, you know, trying to do some, uh, trying  to produce some new programs anyway.",3.436218500137329,much enough all
126460:28,"but is it a legal, uh, solution for some companies.",4.8322978019714355,all
62437:24,but i wonder if there aren't some sociology courses.,5.221684455871582,all
56101:53,"but, it  is comforting to me to see, uh, more concern about some of these things that, that  cost us money.",5.474147319793701,all
53610:9,caused some damage.,8.874293327331543,all
13087:15,"and, uh, some of those old ones , of course, bob wills, miss texas playboys ernest tubbs and red foley an,",6.367913246154785,all
76785:80,"i mean, you know, at some point a parent does help their kid, but in, in some ways,",4.888443470001221,all all
142147:41,"and i do, i try  to do some arts and crafts",5.016444206237793,all
24418:16,they actually should do some reading,4.360172748565674,all
6686:61,"it would certainly help them to appreciate some of the things that we have  here and develop some pride in them, if it was handled  that way.",8.113327980041504,all all
72579:15,but they usually have some good articles in it.,6.166537761688232,all
70670:14,"i've got some onions  out, tomatoes,",3.5365500450134277,enough
134426:23,"and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",2.8746142387390137,all all all all
8865:47,but one of the things that i do  when i've got some spare time  is i do some woodworking.,5.190850257873535,enough all
55933:33,and this would give them a chance  to have some positive self-esteem.,7.011521339416504,all
176952:43,"they always want  to be able  to, uh, do some brain draining.",7.02501106262207,all
136193:24,"and i saw, there were some stop signs, i mean, submerged up to the writing on the stop sign,",5.108716011047363,all
177474:15,"especially, i did some cabinets in, uh, ash and oak",4.9994683265686035,all
150826:22,but i wonder if maybe in some civil cases it doesn't work as well.,6.596044540405273,all
108790:55,"and then some of it is, some of it actually gets into some serious discussions of problems in our, in urban society.",5.677934646606445,all all all
142499:11,there are some columns that  could be painted   a different color too.,6.383149147033691,all
155027:11,i have some friends of mine who  use quicken,3.4894092082977295,all
11568:18,"in fact, it got some pretty serious deep parts in it",5.663421630859375,all
142849:33,"they need  to have some, some young guys that  can take the lead",3.3624725341796875,all all
97106:20,"it's, some good, some bad, uh,",3.8005213737487793,all all
3209:48,"so, so then we got, we got some same things because,",4.007772445678711,all
80299:13,"and there's some days it's just like it 's the hardest thing in the world to, to get started  .",3.1232810020446777,all
122893:11,"that's some cold golf too, isn't it.",4.851507186889648,all
95645:100,"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,",5.712759017944336,all all
153721:83,"they, i guess they passed a couple of, uh, uh, laws a here while back in some states in terms of a waiting period where you know you go  to buy a hand gun",4.5533623695373535,all
163188:16,"uh, i bought some cokes  the other day in the br-, the little bottles you know,",4.141867160797119,all
64969:34,and i hope you get some more calls and make some more calls.,2.59503173828125,enough any
15903:5,"some of the places  now, um, like i b m don't allow them smoking, you know in, in the plant.",4.375845432281494,all
22630:77,"of course what i used  to like  to do  though is go  snorkeling for scallops  in some of the bays, or uh, or oy-, for oysters.",5.498062610626221,all
79355:11,"they had some bends , around that we could find and put them in",3.9881629943847656,all
164038:17,"so, they've got some pretty powerful sixes.",5.683666706085205,all
168216:15,"but they get into some really good conversations sometimes, you know.",4.387694358825684,really all
26819:29,"and, i think, that they could get some results from that, because there are a lot of people who  are volunteer and community minded,",4.5252604484558105,all
148355:8,"even some of that i like  okay but not, mostly, as a general rule,",4.9855852127075195,all
172629:33,"there ought  to be, uh, uh, some compromise that  could, where, uh, where the person would be guaranteed  a, uh, career type position but not necessarily a continuation of exactly the same position uh, in exchange for a longer period of time .",4.481078147888184,all
138142:20,"and, and some odd stuff around the house",6.089542865753174,all
103194:37,"my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night",8.034233093261719,all
177013:13,"but there's some differences in the immigrants, that, that we're getting  now.",4.213376045227051,all
33002:13,"we've got some good, um, um, hybrid burpee uh uh, pickler cucumbers",4.737797737121582,all
168569:28,"i'm beginning  to believe that some people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, executing people.",5.612583160400391,all
151077:31,"but, uh, apparently for some, some crimes, it 's permissible to have six people sit in judgment.",4.251886367797852,all all
56897:6,"and some people don't vote,",5.198897361755371,all
166177:13,but there are some school districts out there that  are very well paid.,5.756730556488037,all
86100:21,you have  to have some compassion some humanness.,4.252999305725098,enough all
70612:21,living in the city has some advantages.,5.844085693359375,all
116495:21,"in fact, i just got some reservations.",5.5275349617004395,all
26977:14,i've seen some districts where all the schools are lousy,5.133173942565918,all
39190:38,"i'd love  to have, have some animals.",4.565109729766846,all
169028:53,"uh, that 's kind of gone up in scale and, and some other things.",5.30814790725708,all
175702:23,"and i got a feeling that some of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had  to draw a line and, and defend it.",7.98997688293457,all
127596:32,"i've, i've done some water exercises,",3.7477917671203613,all
164095:28,"so we've been able  to do some real creative, uh, load hauling when called upon  .",5.903884410858154,all
147477:43,"so, i, you know, you pick up some traits from her and stuff.",5.364378452301025,all
101121:88,"and schools now are supposed  to solve social problems, uh, mental and emotional problems as well as educate the kids and try  to provide them with some security.",8.283111572265625,all
103644:84,"i, i think, with solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.",8.013662338256836,all all
161001:72,"that's, that's, maybe that's, there's, uh, some credence in that statement.",5.611259937286377,all
31180:58,"and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.",3.3400330543518066,all all all
171692:24,"and, uh, they've had some financial problems with the team and so forth.",5.5110182762146,all
145552:67,"and i, i guess there's some, there's, uh, uh, some negotiating there, too,",2.634977340698242,all all
128104:24,"i mean, they'll have some things  in there that  almost, almost, you know, like supernatural, or something, you know,",3.2664103507995605,all that
103911:47,"and, and, it really isn't, for some people tha-, who  have been there for over, and over, and over, it really isn't, uh, as bad.",4.019655227661133,all
23861:130,"and if you like chinese food, you can take filet of fish and put a little bit of soy sauce and a little bit of sesame oil on top of it and chop some scallions and a little ginger and just cover it with some, uh, waxed paper and steam it just until the fish is done,",5.194161891937256,all enough
164770:133,"one of the things that i found  interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who  had stayed in iraq and was presenting, uh, some of the things that  were available.",6.753575801849365,all
78614:111,"i know that, uh, uh, one of, one thing that  happens to us to vacation trips now is that usually that try to involve some of the members of the family.",6.7814226150512695,all
37768:13,cause i did some teaching part-time,6.745920658111572,all
89437:12,"and there were some others,",4.053521156311035,all
32931:10,we planted some yellow peppers this year.,5.26597785949707,all
156697:32,i'm for it in in some cases.,6.568035125732422,all
53912:14,"i mean, some kids don't get don't get spanked  at home",4.4109086990356445,all
4795:25,"you know, i mean, some of these guys are forty years old and got ten convictions.",5.836829662322998,all
31080:8,"in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans",5.663752555847168,all all
127919:39,"so i don't, i don't know some of those shows now, like i used  to.",3.5452470779418945,all
174160:14,i've got some friends that  are lawyers,3.2957537174224854,all
47855:7,and some of the people in our church use birth control,7.532366752624512,all
57643:110,"i'm convinced that, uh, detroit or whoever it is  made a major mistake, years ago when they stopped  putting the small v eights in and went to the fours and some of the sixes .",7.453776836395264,all
78212:39,"and i know they do van pool a lot here from some of the outer areas,",6.562723159790039,all
6686:28,"it would certainly help them to appreciate some of the things that we have  here and develop some pride in them, if it was handled  that way.",8.113327980041504,all all
92249:38,"and it was, uh, just to, uh, have some fellowship with her.",4.363847255706787,all
9486:4,"some people say, uh, they, they like  to watch the changing of the seasons",4.943349838256836,all
25479:56,"and, uh, we'll get out of the driving range and, and get some interest built  up",6.446860313415527,enough
9970:53,when they give you the freedom to take care of yourself  then that puts some responsibility on you as well.,8.775941848754883,all
153227:28,"because i mean i do think that some people need them and, like, for protection and stuff",5.348728179931641,all
171919:12,"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more.",5.460874080657959,eating all much
148200:15,"and then we have some church magazines,",5.342808246612549,all
85252:8,"interestingly some of the information i've been reading  indicates that the amount of air pollution from, uh, uh, airplanes is extraordinary.",10.20580768585205,all
161185:14,"i do have some thoughts on that,",5.122437953948975,all
60333:19,"my brother had asthma and some allergies which i think he's outgrown  now,",5.66204309463501,all
22018:5,some of them are interested.,7.066450595855713,all
134033:13,"well, certainly some of the top end ones.",6.639842510223389,all
93477:92,"and then once, about once every three or four years i try  to get over to england, because i lived there for a while, some years back.",3.626002073287964,all
2335:27,"well, uh, maybe i am into some things  occasionally that i don't think of  in terms of self improvement.",4.173635005950928,all
43837:14,here's  some rocks sitting out in the middle of a field.,3.7554357051849365,all
60926:36,and maybe i'll wet a fly line this year and do some camping if i don't get laid  off between now and then.,5.984401702880859,all
11929:60,"there, there must be, uh, uh, some of the, some of the, uh, larger plants up, uh, up around one hundred twenty-eight.",3.8356246948242188,all all
38936:13,"i've done some cross, um, cross stitch,",5.089218616485596,all
161106:35,"they're banned  from, in some areas i understand .",6.261742115020752,all
132696:166,"and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush,  pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some cloves and, uh, some pineapple, about three pineapples, you know, sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use  and then start a charcoal fire on top of him.",4.423859119415283,all all
22933:25,"there's also, you know, some private ones, you know",5.124443054199219,all
48582:11,"i know some people who  just,",4.272194862365723,all
13056:42,"i think my parents have have, uh, some of his records.",7.323153495788574,all
125903:18,"but um, there are some parts during that exercise that i think, i can not do another second of this .",4.687633514404297,all
174932:42,"and while i don't do any drugs myself, i've seen some people who  work there, uh, you know, smoking a joint or whatever.",3.8454487323760986,all
56683:20,"and, uh, i have some friends that  live down there.",3.7194314002990723,all
154094:15,we have gotten some of our loans paid  off really because of this and stuff like that,6.771660804748535,all
55028:10,"uh, some of them didn't",5.676539897918701,all
28734:50,i used  to do a lot of basketball and running and volleyball until i had some knee surgery last fall.,5.6667704582214355,all
131722:36,"i probably need  to take some, some more lessons, uh, more current and, uh, and practice more often.",3.135402202606201,all all
164259:34,"but, i think you have  to accept some of the errors.",7.595950126647949,all
74649:24,"you know, if there's some gauge that they could make .",2.815457344055176,all
132933:5,some of the cars that i got  were like the toyota camry and the nissan maxima and some of the competitors,6.413712024688721,all all
120456:22,and i just started  ordering some parts,4.044585704803467,all
170188:13,we actually do some work with some people down at georgia tech.,3.9843013286590576,all all
12194:43,"well you might, uh, generate some yeah, you might generate some interest in it.",4.630512237548828,all enough
113793:23,"and, uh, seems like some rather large chunks of money could come from, from that direction.",4.121001720428467,all
134479:41,"i, i, i worked on some of it at t i once upon a time.",7.232502460479736,all
161487:13,so you got some lakes around you can do that on .,3.3612618446350098,all
80499:4,some people are a little bit fanatical about it.,4.998952865600586,all
158511:44,"i think, i think there's definitely been some changes, um,",3.732999801635742,all
15870:42,and then i also had a friend who  was just around some people that  were smoking cocaine.,3.581899642944336,all
120455:20,"and they had, uh, some names, some companies that  sold mustang parts,",2.6956539154052734,all all
56417:25,oh. you ought  to try some crawfish.,3.4455466270446777,all
55920:12,and we got some great public works out of it.,5.6821088790893555,all
145722:97,"i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles",4.449212074279785,all all
115916:39,"but, uh, there's, uh, some, some stuff that i want  to do  with like sierra club and go down to grand canyon or something like that.",2.706507444381714,all all any
27507:15,"and then they wanted some gray to do the,  to do the trim.",5.447883129119873,enough
171283:28,"some, some cases in some jurisdictions, they can do that.",4.111393928527832,all all all
155408:25,so so there is some good to it.,5.616966247558594,all
147340:7,"and some of them are limited care  too where people can do, uh,",6.5283308029174805,all
116940:96,"well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps  to, to correct it.",2.9772024154663086,all
159146:13,"you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much",8.214051246643066,all
171283:17,"some, some cases in some jurisdictions, they can do that.",4.111393928527832,all all all
2454:46,"and where we are  now, what we're doing  is some very big lawsuits that  happen  to have a heck of a lot of boxes of documents.",4.41729211807251,all
22799:53,"but, um, we kind of thought that maybe they just wanted  to give him some medication to sort of, you know keep him real out of it all the time",6.316226959228516,enough
166169:26,"i do know for a fact that some of the teachers that i know  personally get paid  an awful lot more than,",6.4110236167907715,all
146091:18,"um, i've done some cross stitching.",6.4064154624938965,all
161668:20,"you actually, some catamarans you can actually pull people  behind , the skiers,",4.500977039337158,all
74580:17,"that's, uh, some pretty good ideas.",6.317657947540283,all
30391:26,"we have, you know, used some of it for some personal things.",5.663811683654785,all all
30872:58,"it was really, i mean the hollywood really must think there's some real dummies out there or something.",3.4557619094848633,any that
168576:39,"and, uh i can imagine that, uh, uh, for some people it would be the only form of justice in that case.",4.538933753967285,all
104255:44,"does it, does it offer, like band, or some of the instruments.",6.3560357093811035,all
30987:12,but they changed some things in the movie.,4.600052833557129,all
141909:6,"or some things are, um, you know,",4.0835771560668945,all
9455:69,"well, i mean, i, i, i guess i've been in some places, you know, where the weather was just so mild , you know, places like monterey, california or, you know,",3.2038464546203613,all
140415:37,"um, well before we built our home we were managing some apartments that we were living in ,",5.683271408081055,all
86455:28,"and you, there were some places, where people, defini-,",3.1923210620880127,all
112637:73,"i would like  to do that  as a, as a family and, and some t v watching.",5.079958438873291,all
1214:19,"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products.",6.197624206542969,all
21123:14,"i think some of the tones of the, the daily prime time is questionable,",6.206852912902832,all
22656:29,"so, we thought well, maybe there are some crab in here,",3.550595998764038,all
130807:72,"and one way that we do it sort of in, in iowa  is that we can take some of our clothes to the consignment shops.",7.616852283477783,all
157516:9,"and in some cases if it's a long trial, the desire  of people  to get out of there and not be stuck  in there for a very long time, that people are changing their minds for the wrong reasons.",6.100656509399414,all
97584:19,well hopefully i can do some consulting work at home.,7.335657119750977,all
29227:52,"i, uh, i think we both agree there's some problems there",5.195370674133301,all
95651:89,"so, i, i, uh, i, i, i feel like it should be mandatory in some professions,",5.654309272766113,all
126348:16,"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not.",6.36244535446167,all
110384:95,"but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some women being home and, at least in the circles i've travelled  and in the church that i go to , you know,",4.456850051879883,all
164345:22,"well, i think that in some cases, it is warranted.",7.262182235717773,all
19474:11,they had some real fancy names for them.,3.9198977947235107,all
31480:39,"but i would think that, um, that some guidelines could be set  up to avoid that.",6.279319763183594,all
78294:14,"they've had some terrible problems with hispanics,",5.691448211669922,all
57998:87,"i-, if they could just cut out all the fat and, and get it lean, and start  addressing some of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.",8.663639068603516,all
44952:36,"i mean, i'm sure you heard about some of ours.",5.65378999710083,all
92394:53,"i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean  ,",4.035999774932861,all
79761:35,"and he said, um, let's give her some race horse shots.",4.130057334899902,all
112058:22,"i sometimes have a problem with some of the, especially more famous people who  all of a sudden are crawling out of the woodwork  to say that whatever problems they have , you know, was, was because they were abused a-, abused  as children.",3.8224475383758545,all all
155521:29,and i i've seen some of them like that too,4.208417892456055,all
87654:14,"i guess some of the best things i've ever had , um, i, some of them were just hors d'oeuvres, you know.",4.941099166870117,all all
41388:61,"i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them,",6.391690254211426,all
32577:19,"next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.",6.057934284210205,all all
29678:24,people say let me see some of your work.,8.447430610656738,all
85881:104,"i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some stuff over in the gulf.",5.001060962677002,all
109712:50,"but the trucks that  were supposed to do it, there's been some problems with  from what i've read  in, you know, the mail that we get",4.514920711517334,all
139879:19,"well, you've got some experience behind you in the work force.",5.963423252105713,all
97813:26,"and, you know, maybe do some free lance type work at home.",7.026431083679199,all
156465:52,"i mean, it  seems absurd that people will pay, you know, some bucks just  to get someone to,",4.010244846343994,enough enough
170859:54,"uh, i've had, uh, three boys  through, i guess, uh, some child care, each one of them",5.71155309677124,all
31279:10,do some things that  are totally different and unheard of.,5.373256683349609,all
121757:115,"if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.",2.9352800846099854,some much any all all all enough
39653:15,and you can put some cucumber slices on too.,5.214172840118408,all
6581:42,"but i guess, they, you could put some money  aside while you were there, your expenses and,",6.097991466522217,all
